Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Mechanics,Domains
Junior Stratego,1997,2,2,30,4,85,5.46765,1,217,Dice Rolling, Wargames
Set Schnupperspiel,2014,1,8,20,8,33,5.34242,2.5,153,"Pattern Recognition, Set Collection",
Giant UNO,2015,2,10,0,7,32,5.49219,1,145,Hand Management,
Crazy Bugs,1991,2,4,10,5,42,5.49286,1.3333,57,"Cooperative Game, Pick-up and Deliver, Simultaneous Action Selection",Children's Games
Evo,0,2,4,30,8,33,5.71818,2,35,Area Movement,Abstract Games
Bethump'd with Words,1995,2,8,60,13,51,5.58137,2,130,"Dice Rolling, Roll / Spin and Move",
Dare to Dream,2018,2,4,60,10,63,5.89106,2.5,259,"Team-Based Game, Time Track, Variable Player Powers",
Terra Evolution: Tree of Life,2013,2,5,60,10,41,5.44268,2,110,"Card Drafting, Deck Bag and Pool Building, Hand Management, Set Collection",
Evolution,2005,4,0,45,12,37,5.46351,1.6667,65,"Acting, Line Drawing, Roll / Spin and Move",
Little Dungeon: Turtle Rock,2014,2,5,15,5,83,5.82651,1,206,Hand Management,Children's Games
Little Dungeon: Turtle Rock,2014,2,5,15,5,83,5.82651,1,206,Hand Management, Family Games
Combat,1963,2,2,60,7,32,5.58281,1.1667,57,"Acting, Modular Board, Point to Point Movement",Wargames
Isaac Asimov's Super Quiz,1982,2,30,45,12,72,5.60556,2.6,199,,
Sagaland Mitbringspiel,2011,2,4,20,6,53,5.50528,1,179,"Memory, Roll / Spin and Move",
Wonderland,2012,2,6,45,15,46,5.54565,1,198,Dice Rolling,
Round the World,2018,2,4,15,8,40,5.54,1,94,"Hand Management, Simultaneous Action Selection",
Code Sudoku,2005,1,4,0,7,41,5.56341,2.8333,100,,
Squillo: Marchettari Sprovveduti,2014,2,6,30,18,32,5.675,2,61,"Deck Bag and Pool Building, Hand Management",
Eyes on the Prize,2016,2,4,20,6,30,5.58667,0,62,"Memory, Pattern Recognition, Simultaneous Action Selection",
Trivial Pursuit: 25th Anniversary Edition,2008,2,36,90,12,292,5.56782,1.3125,745,Roll / Spin and Move,
Balloon Pop!,2017,1,10,10,13,222,5.4768,1,316,"Paper-and-Pencil, Push Your Luck",
Rail Raiders Infinite,2017,2,4,30,14,297,5.509,1.2727,1061,"Dice Rolling, Modular Board, Point to Point Movement, Take That, Time Track, Variable Player Powers",
Torches & Pitchforks,2003,2,5,30,12,221,5.51742,1.6429,502,"Dice Rolling, Hand Management",
ChiZo RISING,2005,2,4,20,8,168,5.63988,2.1429,381,Tile Placement,Customizable Games
Rich Uncle,1946,3,5,30,8,76,5.79605,1.3077,204,"Commodity Speculation, Dice Rolling, Roll / Spin and Move, Simulation, Stock Holding",
History's Mysteries Card Game,2003,2,6,45,10,61,5.5,1.3333,116,"Hand Management, Set Collection",
Two Crowns,2012,2,2,15,8,43,5.69767,1.5,103,"Hand Management, Memory",
Crazy Farmers and the Clôtures Électriques,2020,1,4,60,14,135,5.88074,2.25,47,"Area Majority / Influence, Enclosure",
Such & Such,2005,4,10,40,10,40,5.475,1.3333,137,,
The Big One,1996,2,2,60,12,36,5.56944,1.6,159,Hexagon Grid,Wargames
Witty Pong,2011,2,8,10,8,32,5.51562,1,50,Pattern Recognition,
Succesvol slecht zijn,2008,2,6,25,0,30,5.68333,1.8,49,,
Pokémon TCG: Rumble,2009,2,7,30,7,30,5.79,1.25,48,Dice Rolling,Children's Games
Air Alliance,2015,2,4,80,8,41,5.46219,3,96,"Action Points, Pick-up and Deliver",
In Love,2007,2,2,40,16,45,5.55444,1.3333,81,,
Snit Smashing,1977,2,4,60,12,144,5.54382,1.5263,439,"Dice Rolling, Hexagon Grid",
Clash of Steel,1984,2,2,180,12,57,5.7,3.2308,291,"Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Simulation",Wargames
Realm of Heroes,2015,2,6,45,8,51,5.48824,1.5,178,"Area Majority / Influence, Grid Movement, Modular Board, Player Elimination, Variable Player Powers",
"Flying Circus: Tactical Aerial Combat, 1915-1918",1972,2,6,90,12,53,5.80943,2.6667,229,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation, Three Dimensional Movement",Wargames
Project KGB: The Double Agent,1973,4,4,30,10,41,5.63171,2.5,114,"Paper-and-Pencil, Roll / Spin and Move",
Mapominoes: United Kingdom,2011,2,5,20,8,43,5.5093,0,107,Tile Placement,
Polar Dare!,1991,2,4,30,8,115,5.54174,1.2222,180,"Modular Board, Roll / Spin and Move",Children's Games
DiceBot MegaFun,2017,2,4,30,14,61,5.67,1,160,"Dice Rolling, Simultaneous Action Selection, Take That",
Pointless: The Travel Game,2012,2,4,0,10,30,5.43,1,80,,
Bookchase,2007,2,6,45,0,31,5.43226,2,80,"Dice Rolling, Roll / Spin and Move, Trading",
Barbacan,1973,2,6,90,8,30,5.53,1.3333,66,Area Movement,Abstract Games
INTERACTION: No more boredom!,2017,2,9,60,8,41,6.79024,1,90,,
Bejeweled,2013,2,4,30,8,86,5.60256,1.625,204,Pattern Building,
Ave Tenebrae,1982,2,4,120,0,70,5.48329,3.1667,160,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Epic Roll,2015,2,3,20,14,88,5.74773,1.2,259,"Dice Rolling, Push Your Luck",
The Great Brain Robbery,2000,3,7,60,10,561,5.53485,1.3061,1307,"Campaign / Battle Card Driven, Roll / Spin and Move",Family Games
The Great Brain Robbery,2000,3,7,60,10,561,5.53485,1.3061,1307,"Campaign / Battle Card Driven, Roll / Spin and Move", Thematic Games
Monopoly: Futurama Collector's Edition,2011,2,6,120,8,35,5.73714,2.5,180,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",
Teen Titans Collectible Card Game,2005,2,2,0,8,30,5.51,2,89,,Customizable Games
Politics as Usual,2005,2,6,60,12,67,5.72015,1.6923,140,"Hand Management, Trading",
Struggle For The Throne: Star Trek III,1984,2,6,60,12,30,5.66,2.5,107,"Modular Board, Player Elimination, Secret Unit Deployment, Simulation, Take That",Wargames
Wild Cats,2015,3,6,10,10,41,5.61585,1,182,"Player Elimination, Variable Player Powers",
Claim to Fame,1990,4,99,60,13,40,5.41875,1.3333,159,"Acting, Memory, Team-Based Game",
Shadow of the Elder Gods,2015,1,4,20,13,107,5.53411,2.1429,391,"Cooperative Game, Variable Player Powers",
Ligretto 2,2004,2,2,10,8,159,5.51918,1.0714,337,"Card Drafting, Hand Management",
Battle Yahtzee: Alien vs. Predator,2016,1,4,0,8,44,5.47045,1,128,"Dice Rolling, Player Elimination, Variable Player Powers",
The Hobbit: Enchanted Gold,2014,2,2,30,8,181,5.58569,1.1667,460,,
Les Cabanes de M'sieur Robinson,2006,2,4,45,9,33,5.4303,2,76,Tile Placement,
Mau Mau Extreme,2012,2,6,30,6,33,5.44545,2,79,Hand Management,
The Open Road,2017,2,6,60,13,30,6.19,1,48,"Action Queue, Point to Point Movement, Simulation",
Don't You Forget It,1997,2,2,30,8,62,5.37258,1,192,"Betting and Bluffing, Dice Rolling, Push Your Luck",
Wojny Napoleonskie,1989,2,2,180,12,49,5.53265,2.5714,77,"Hexagon Grid, Ratio / Combat Results Table",Wargames
Pictionary Card Game,2009,4,8,20,8,157,5.48491,1.1818,702,Pattern Recognition,
Fast Lane,2010,2,6,10,6,44,5.39909,1,84,"Dice Rolling, Pattern Recognition",Children's Games
Husch Husch kleine Hexe,1994,2,6,15,3,79,5.51266,1,166,"Dice Rolling, Memory, Roll / Spin and Move",Children's Games
Scene It? Marvel Deluxe,2006,2,12,60,8,62,5.47581,1,218,"Dice Rolling, Point to Point Movement",
Knock Out Whist,0,2,7,15,6,54,5.51852,1.5556,41,Trick-taking,
Pinocchio: True or False,2014,4,10,30,8,50,5.39,1.2,69,"Simulation, Storytelling",
The Hobbit: An Unexpected Journey - Journey to the Lonely Mountain Strategy Game,2013,2,4,60,14,48,5.44792,3.5,263,,
Crash Pilot,1999,2,5,20,6,108,5.43426,1.1429,206,Pattern Recognition,Children's Games
Smash City,2019,2,4,30,14,38,5.67132,1,85,Dice Rolling,
Bärenspiel,1983,2,5,15,4,42,5.44048,1,99,"Cooperative Game, Tile Placement",Children's Games
King Arthur,2014,1,4,45,8,37,5.43243,1.5,111,,Family Games
Butim,2014,2,7,30,14,40,5.475,1.5,90,"Card Drafting, Hand Management",
Mad Dash!,1991,2,2,10,8,34,5.42647,1,122,"Hand Management, Pattern Building",
Kalle Kanalratte,2008,2,5,15,4,34,5.41176,1,70,,Children's Games
Don't  Quote Me,2003,2,5,60,14,33,5.4697,1,104,Memory,
Seven!,2011,3,5,20,7,31,6.26613,2.3333,53,"Memory, Set Collection",
PsychoPet: The Nutty Pet Clinic,2009,2,6,30,8,66,5.49091,1.5,105,Push Your Luck,
Hochstapler,2009,3,7,20,8,116,5.49828,1.25,187,,Family Games
Wiggling Cow,2009,1,4,15,6,43,5.43953,1,65,,Children's Games
Das Pferd von Troja,1993,2,4,40,10,66,5.45985,1.8333,158,Area Majority / Influence,
Ciao!,2015,2,6,20,7,37,5.47027,1,89,Hand Management,
Putsch,1998,3,6,120,16,94,5.49255,3.2857,260,Variable Player Powers,
Secret Santa,2015,4,8,60,9,62,5.55403,1.5,322,Ladder Climbing,
Halli Galli Junior,1998,2,4,15,4,172,5.4718,1,457,Simultaneous Action Selection,Children's Games
Eureka!,2002,2,4,20,6,54,5.48778,1,134,"Memory, Modular Board, Roll / Spin and Move, Set Collection",
Mines of the Sacred Dragon,2012,1,5,30,10,42,5.61548,2,108,"Modular Board, Tile Placement",
Esels-Rennen,1989,2,6,15,8,118,5.51864,1.1818,211,Betting and Bluffing,
The Italian Campaign: Salerno,1992,2,2,240,12,69,5.63406,3.3333,428,Hexagon Grid,Wargames
Chicago Gangsters,2009,3,5,60,12,78,5.50256,1.3333,247,,
Disney Eye Found It!,2013,1,6,30,4,176,5.57117,1,501,"Cooperative Game, Roll / Spin and Move",
Tricky Druids,2019,2,4,30,8,69,5.49565,2,137,"Dice Rolling, Push Your Luck, Trading",
Meteo,1989,2,4,90,10,98,5.50153,2.3,249,Tile Placement,
Robotics,2007,3,5,60,12,179,5.51117,1.7333,372,Trading,
Lost Gold,1975,2,2,45,8,34,5.52206,1,95,Secret Unit Deployment,
Taverne de la Crypte,2004,3,5,45,10,31,5.33065,0,102,"Simultaneous Action Selection, Variable Player Powers",
"Hurtgen Forest: Approach to the Roer, November 1944",1976,2,2,120,12,32,5.64844,2.1429,100,"Hexagon Grid, Simulation",Wargames
Option,1982,2,4,60,8,87,5.54195,2.1429,349,Tile Placement,
Europe at War,1993,2,5,300,12,55,5.59455,3.2727,136,"Area Movement, Dice Rolling, Stat Check Resolution, Team-Based Game",Wargames
Final Boss: The card game,2016,1,6,60,12,58,6.15862,2.5,147,"Card Drafting, Hand Management, Take That",
Zacrobates,2000,2,4,20,7,135,5.59296,1.2,211,"Memory, Set Collection",
Battleship Torpedo Attack,2007,2,2,30,0,42,5.54048,1.3333,128,Hexagon Grid,Wargames
Piek?o na Pacyfiku,1994,2,2,30,0,43,5.56279,2.5,62,Hexagon Grid,Wargames
Kaiten Sushi,2010,2,4,30,8,37,5.37027,1.4545,46,Pattern Building,
C&O/B&O,1969,1,2,360,10,64,5.51016,2.125,260,"Pick-up and Deliver, Simulation, Track Movement",
Slide 5,1980,2,2,10,8,61,5.47257,2,189,Pattern Building,Abstract Games
Ice Cult,2016,2,4,30,10,36,5.38806,0,67,,
Turista Mundial,0,2,6,45,9,45,5.93667,1,62,"Player Elimination, Roll / Spin and Move, Set Collection, Stock Holding",
SmileyFace,2010,4,8,30,8,446,5.50757,1.2414,1160,"Hand Management, Set Collection, Take That",Family Games
SmileyFace,2010,4,8,30,8,446,5.50757,1.2414,1160,"Hand Management, Set Collection, Take That", Party Games
Chelsea,2009,3,6,40,8,62,5.485,1.8571,89,"Area Majority / Influence, Tile Placement",Children's Games
Aya,1992,1,8,20,8,45,5.53556,1.3333,93,,Abstract Games
The Roaring 20's,1981,3,6,180,12,42,5.46667,2,117,"Dice Rolling, Events, Take That, Track Movement",
The Livestock Market,2009,2,4,20,7,42,5.66905,1,65,"Dice Rolling, Set Collection",
Rick and Morty: Tráfico de Megasemillas,2017,2,5,30,12,39,5.31026,3,82,"Hand Management, Set Collection",
Kasl,2006,2,4,120,10,53,5.51038,2.4286,82,"Action Points, Area Movement, Dice Rolling",Wargames
Trivial Pursuit: The 90s,2005,2,36,45,0,47,5.4266,2,180,Roll / Spin and Move,
I Dissent,2019,3,9,40,14,44,5.47864,2,219,"Storytelling, Voting",
Warage Card Game,2013,2,4,15,10,51,5.42157,2.5,214,"Deck Bag and Pool Building, Dice Rolling, Team-Based Game, Variable Player Powers",
Stockers!,1995,3,6,90,12,49,5.36714,1.4,120,Betting and Bluffing,
Sour Apples to Apples,2011,4,8,30,12,234,5.57329,1.1429,711,"Hand Management, Simultaneous Action Selection",
Argue,2005,3,10,0,0,43,5.58372,1,114,"Acting, Storytelling, Team-Based Game, Voting",
Chicken Chase,2010,2,4,0,8,38,5.42105,1.25,61,Roll / Spin and Move,
Puls,1999,3,6,20,10,34,5.27941,1,131,Simultaneous Action Selection,
Stranded,1981,2,2,20,7,33,5.54545,1.6667,72,"Area Majority / Influence, Area Movement",Abstract Games
Quizduell: Das Spiel,2014,2,6,30,12,35,5.4,1,66,,
Harry Potter: A Year at Hogwarts,2018,1,8,45,7,104,5.66237,2.25,349,"Campaign / Battle Card Driven, Deck Bag and Pool Building, Dice Rolling, Variable Player Powers",
Lützen,1983,2,2,90,12,33,5.5,2.6,50,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
Saludos Amigos!,1996,4,7,70,14,79,5.47975,1.875,160,Team-Based Game,
Demon Espionage,2016,3,6,60,8,46,7.65217,0,54,"Card Drafting, Cooperative Game, Push Your Luck, Rock-Paper-Scissors, Role Playing",
Scene It? Seinfeld,2008,2,12,2,13,174,5.50683,1.6667,475,,
Challenge Golf at Pebble Beach,1973,1,4,90,12,56,5.57857,1.1667,200,Dice Rolling,
Speculation,2003,3,5,60,10,55,5.51618,2.3333,103,"Auction/Bidding, Hand Management, Push Your Luck, Roll / Spin and Move, Set Collection, Stock Holding, Trading",
Tower Siege,2000,2,2,60,12,44,5.41818,2.2,132,Variable Player Powers,
Transfer,1983,2,2,10,10,36,5.45556,1.75,115,Pattern Building,Abstract Games
Dragi Drache,2012,2,4,20,4,51,5.43824,1,85,,
"Sexy, el juego del arte del flirteo",2014,3,4,120,18,39,5.83,1.67,,,
Worker Placement,2014,2,5,45,10,69,5.45355,2.2222,175,"Auction/Bidding, Card Drafting, Hand Management, Set Collection, Worker Placement",
Penny Arcade: Paint The Line ECG - Red Tide,2012,2,2,35,13,114,5.55439,1.9231,391,"Deck Bag and Pool Building, Dice Rolling, Hand Management, Rock-Paper-Scissors",
Hey Froggy!,2012,2,4,10,10,51,5.52549,1.8,120,,
Monster Laundry,2014,2,5,15,7,58,5.48736,1,140,Set Collection,
"""La Garde recule!""",2011,2,2,60,0,34,5.40441,1.5455,214,Hexagon Grid,Wargames
Canopy Walk,2014,2,2,30,14,92,5.52826,1.6667,180,Tile Placement,
Hang Four,2008,2,4,20,8,40,5.48,1,114,Set Collection,
Quest of the Magic Ring,1975,2,7,60,10,30,5.47333,1.625,91,"Pick-up and Deliver, Roll / Spin and Move, Variable Player Powers",
Lost Galaxy: The Intergalactic Card Game,2018,2,4,15,8,91,6.24286,2,168,"Hand Management, Take That, Variable Player Powers",
Challenge Yahtzee,1974,2,4,30,8,99,5.56566,1.6667,371,"Dice Rolling, Push Your Luck, Set Collection",
Demons,1979,1,4,60,12,121,5.5076,2,446,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Pick-up and Deliver, Player Elimination, Ratio / Combat Results Table, Simulation",Wargames
Speed,1938,2,5,30,7,79,5.48576,1.1111,130,Hand Management,
Shave a Sheep,2010,2,4,15,5,310,5.52419,1.037,768,"Dice Rolling, Push Your Luck",Children's Games
Splat!,1990,2,4,30,6,161,5.5764,1,297,Roll / Spin and Move,Children's Games
Splat!,1990,2,4,30,6,161,5.5764,1,297,Roll / Spin and Move, Family Games
Stormweavers,2016,2,5,50,14,32,5.67344,2.75,126,Hand Management,
Trivial Pursuit: The Beatles Collector's Edition,2009,2,36,60,12,55,5.52705,2,212,Roll / Spin and Move,
up N dn,2003,3,4,20,8,45,5.51111,1.3333,80,Hand Management,
Mighty Warriors,1991,2,4,60,8,48,5.5625,1.25,120,"Modular Board, Roll / Spin and Move, Variable Player Powers",
FReNeTiC,2018,2,12,20,8,36,5.40278,2,72,Tile Placement,
Crossword,1978,1,10,5,0,38,5.52632,1,125,Dice Rolling,
Apples to Apples: Family,2010,4,16,15,8,64,5.52969,1,132,"Hand Management, Simultaneous Action Selection",
Take the Cake,2010,2,4,15,4,82,5.50427,1,154,Pattern Recognition,Children's Games
Trivial Pursuit: Know-It-All Edition,1998,2,6,90,12,52,5.47885,2,151,Roll / Spin and Move,
Scram,2019,2,6,30,8,51,5.58824,1,209,Set Collection,
Obscura Tempora,2005,2,6,45,10,131,5.48244,1.5,288,"Hand Management, Rock-Paper-Scissors, Secret Unit Deployment, Take That, Trading",
Koekie Loeren,2010,2,2,15,8,33,5.46718,2,21,"Grid Movement, Pattern Building",
Grande y Peludo,2017,4,8,30,8,33,5.66364,0,51,Voting,
Wo war's?,2009,1,5,30,7,77,5.52338,1,190,,Children's Games
Kakerlaken-Duell,2017,2,2,25,8,52,5.42885,1,89,,
T-Rex,1999,3,5,45,10,266,5.49173,1.9048,617,"Hand Management, Set Collection, Trick-taking",
Counting Fun,2012,2,4,10,2,35,5.466,0,85,,
Pool Party,2018,2,4,10,6,73,5.44821,1,118,Action Queue,
City States of Arklyrell,1983,2,4,120,10,39,5.45641,2.5,155,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation",Wargames
House Flippers,2019,2,4,15,7,81,5.69383,1,94,"Card Drafting, Set Collection, Simultaneous Action Selection",
Teddy's Colors & Shapes,2014,1,4,5,2,30,5.37667,1,119,"Cooperative Game, Dice Rolling, Set Collection",
Nerdy Inventions,2015,2,4,30,8,304,5.52187,1.625,994,"Deck Bag and Pool Building, Dice Rolling",Family Games
RisiKard!,1996,3,6,20,0,32,5.47813,2,56,Hand Management,Wargames
Exploration,1967,2,5,45,8,119,5.55958,1.4444,253,"Dice Rolling, Events, Grid Movement, Lose a Turn, Race, Roll / Spin and Move, Square Grid, Track Movement",
Xochintlan,1996,2,5,20,10,43,5.56395,1.5,52,"Pattern Building, Tile Placement",
¡New Amici!,2004,2,4,30,10,40,5.40625,0,129,Roll / Spin and Move,
TacDex: Pirates,2014,2,2,10,8,42,5.48214,1.3333,189,,
Musketeers,1985,1,3,60,12,38,5.38763,1.75,162,"Area Movement, Dice Rolling, Movement Points, Scenario / Mission / Campaign Game",
Flags of the World,1998,2,9,15,8,168,5.49643,1.625,375,Memory,
Cube Checkers,1997,2,2,30,6,37,5.57327,2.5,155,,Abstract Games
Pirates: Quest for Davy Jones' Gold,2006,2,4,60,8,176,5.5504,1.56,620,Dice Rolling,
Japanese: The Game,2014,1,6,10,12,57,5.5193,2.3333,282,"Card Drafting, Hand Management",
Captain Pirate,2009,4,7,0,8,48,5.42938,1.3333,79,"Cooperative Game, Set Collection",
Foil,1968,2,4,60,10,159,5.52421,1.5294,992,,
"Sesam, puzzle dich!",2012,2,4,10,5,66,5.54621,0,222,"Dice Rolling, Tile Placement",
The Charade Game,1985,4,12,60,10,49,5.4102,1.75,211,,
Snafooey,1982,2,6,10,8,56,5.42976,1,148,"Hand Management, Player Elimination",
Monster Mayhem,2007,2,5,30,10,133,5.5218,1.9286,337,Dice Rolling,Thematic Games
Top Gun: The Game of Modern Fighter Combat,1986,2,6,60,12,92,5.79348,1.7143,205,"Hexagon Grid, Simultaneous Action Selection",Wargames
The Wonderful World of Disney Trivia 2: The Sequel,2000,4,0,45,10,43,5.6534,1,225,"Memory, Point to Point Movement, Roll / Spin and Move, Set Collection",Children's Games
Tintenherz,2007,2,6,40,10,75,5.39333,1.6667,161,"Cooperative Game, Dice Rolling, Roll / Spin and Move",
Bilekuosi,2008,2,6,60,0,33,5.38182,2.6667,54,,
Boxers or Briefs?,2005,4,10,30,18,216,5.55863,1.05,495,"Hand Management, Player Judge, Simultaneous Action Selection",
Das Kollier,2000,3,6,30,10,66,5.49242,2.5,177,"Auction/Bidding, Auction: Dutch, Set Collection",
Pirate Plank,2010,2,4,20,7,170,5.54559,1.0833,490,Dice Rolling,Children's Games
Flinke Flitzer,2000,2,4,10,4,62,5.46774,1,142,"Roll / Spin and Move, Set Collection",Children's Games
Das Letzte Kamel,1989,2,6,45,8,71,5.45,1.5,120,Roll / Spin and Move,
Sau-Bande!,2014,2,4,15,4,50,5.44,1,92,,
Harry Potter Halls of Hogwarts,2002,2,4,45,8,48,5.58333,1,140,Modular Board,Children's Games
Cosmic Pioneers,2016,2,4,60,13,41,5.57317,2,151,"Area Majority / Influence, Dice Rolling, Modular Board, Variable Player Powers",
Taktvoll,1993,3,8,30,12,31,5.37097,1.5,96,Tile Placement,
Quest,1978,2,6,45,0,30,5.36667,1.6667,68,Area Movement,
Sugi,2016,2,5,30,10,131,5.66611,1.5,204,Action Queue,
Gold Thief,2006,2,5,5,8,100,5.613,1.5,270,"Hand Management, Set Collection",
Scattergories: The Card Game,2008,2,8,25,8,78,5.54923,1,286,,
J'te Gage Que...,2006,4,50,120,12,425,5.51449,1.037,1130,"Acting, Role Playing",Party Games
No Peeking!,1977,1,4,15,3,43,5.40465,1,115,"Memory, Pattern Recognition, Set Collection",Children's Games
Wurf & Weg,2019,2,6,10,8,35,5.48286,1,43,Dice Rolling,
Life Style,1989,3,6,60,16,179,5.49344,1.1333,411,Voting,Family Games
Life Style,1989,3,6,60,16,179,5.49344,1.1333,411,Voting, Party Games
Tante Trudels Trödel,2011,2,4,20,7,52,5.42019,1,98,Dice Rolling,
Hungry Hungry Hipsters,2012,2,8,30,13,39,6.04872,1,56,,
The Really Nasty Motor Racing Game,2006,2,6,0,0,59,5.46271,1.4545,129,Hand Management,
Bungee,2007,2,5,30,8,98,5.50204,1.125,134,Hand Management,
Goth: The Game of Horror Trivia,2002,2,4,60,13,66,5.56515,1.2857,155,Roll / Spin and Move,
Spice Navigator,1999,2,5,90,8,53,5.44906,1.5,141,Commodity Speculation,
Time War: A Game of Time Travel and Conflict,1979,2,4,120,12,63,5.56746,3.25,307,"Area Movement, Dice Rolling, Secret Unit Deployment, Simultaneous Action Selection, Tug of War",Strategy Games
Time War: A Game of Time Travel and Conflict,1979,2,4,120,12,63,5.56746,3.25,307,"Area Movement, Dice Rolling, Secret Unit Deployment, Simultaneous Action Selection, Tug of War", Wargames
Million Dollars But... The Game: Expansion Pack 1,2016,3,10,45,17,43,5.49535,0,346,Storytelling,
Khrysos Hunters,2014,2,4,25,10,41,5.60488,2,130,,
Quizoo,2017,2,8,15,6,33,5.50909,0,72,Memory,
Pancake Pile-Up,2014,2,12,5,4,33,5.38798,1,105,Pattern Building,
Ex & Hopp,1996,2,6,30,10,68,5.43676,1.2,147,,
Battle of the Halji,1987,2,6,180,12,48,5.41146,3,129,Hexagon Grid,
The Game of LIFE: The Haunted Mansion - The Disney Theme Park Edition,2010,2,6,45,9,85,5.54271,1.5,305,Roll / Spin and Move,
What's GNU?,2004,2,6,0,5,43,5.41163,1.1667,184,,Children's Games
X Marks the Spot,2011,2,4,30,10,45,5.42667,2,255,Tile Placement,
Captain Treasure Boots,2005,2,6,40,12,110,5.50273,1.5185,554,,Family Games
Captain Treasure Boots,2005,2,6,40,12,110,5.50273,1.5185,554,, Thematic Games
