Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Mechanics,Domains
Circle of Life,2015,2,2,40,10,120,6.85083,2,40,"Area Majority / Influence, Hexagon Grid, Pattern Building",Abstract Games
Legendary Dungeoneer: Wrath of the Serpent Goddess,2007,2,4,60,12,120,6.72553,2.625,593,"Dice Rolling, Modular Board, Tile Placement, Variable Player Powers",
Go First Dice,2012,2,4,1,8,47,8.40425,1,114,Dice Rolling,
Kiwetin,2017,2,6,20,7,227,6.38802,1.4545,572,Take That,
Absolute Victory: World Conflict 1939-1945,2017,2,2,1200,12,68,8.10294,4.1818,293,"Chit-Pull System, Dice Rolling, Events, Grid Movement, Hexagon Grid, Simulation",Wargames
Night of Man,2015,1,3,60,12,87,7.55115,2.5556,256,"Dice Rolling, Grid Movement, Hand Management, Simulation, Square Grid",Strategy Games
Night of Man,2015,1,3,60,12,87,7.55115,2.5556,256,"Dice Rolling, Grid Movement, Hand Management, Simulation, Square Grid", Wargames
Der Fliegende Holländer,1992,3,6,60,12,320,6.00031,2.4762,689,"Stock Holding, Trading",Family Games
Der Fliegende Holländer,1992,3,6,60,12,320,6.00031,2.4762,689,"Stock Holding, Trading", Strategy Games
Gudetama: The Tricky Egg Card Game,2020,2,7,20,7,115,6.99217,1,334,Trick-taking,
Afrika Korps: The Desert War - Platoon Level Combat in World War II: A Panzer Grenadier Game,2002,2,2,60,12,170,6.36706,2.625,574,"Dice Rolling, Hexagon Grid, Modular Board, Secret Unit Deployment, Simulation",Wargames
What A Tanker!,2018,1,12,180,0,70,8.11095,2.2,158,"Action Points, Dice Rolling",
The Price of Freedom: The American Civil War 1861-1865,2008,2,2,120,12,188,6.39149,2.8571,478,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",Wargames
Light Rail,2014,2,4,20,10,199,6.30955,1.3077,461,"Area Majority / Influence, Modular Board, Pattern Building, Tile Placement",
Lightning: North Africa,2006,2,2,30,9,139,6.56446,2,339,"Hand Management, Simulation",Wargames
5x5 City,2018,1,4,30,8,95,6.96775,1.6667,107,Tile Placement,
Gruff: Clash of the Battle Goats,2017,2,2,45,11,102,7.34314,3,506,"Campaign / Battle Card Driven, Variable Player Powers",
Rolling Village!,2019,1,12,15,8,94,7.33936,1.4,149,"Dice Rolling, Paper-and-Pencil",
Race the Wind,2007,2,5,60,14,190,6.34689,2.5217,459,Simulation,Strategy Games
Cloomba,2018,2,4,30,8,96,7.26094,2.1667,123,"Area Majority / Influence, Tile Placement",
Spit It Out!,2015,3,8,30,10,253,6.11838,1,446,,
The Walking Dead: Here's Negan - The Board Game,2018,1,5,90,14,74,8.01081,3.3333,222,"Dice Rolling, Modular Board",
Bridges to Nowhere,2018,1,4,30,7,142,6.68331,1.8571,512,"Card Drafting, Pattern Building, Set Collection, Tile Placement",
Karekare,2019,2,4,45,10,118,7.0095,2,221,"Hand Management, Tile Placement",
Witch Hunt,2016,7,22,90,13,125,7.67142,2,359,Variable Player Powers,Party Games
Bean Trader,2002,3,5,90,12,727,5.79743,2.1795,1380,"Pick-up and Deliver, Trading",Family Games
1807: The Eagles Turn East,1994,2,2,360,12,119,7.00252,3.4118,461,Hexagon Grid,Wargames
Covalence: A Molecule Building Game,2016,2,4,40,8,192,6.44688,1.7,1288,"Communication Limits, Cooperative Game, Pattern Building",
Miaui,2017,3,6,20,8,155,6.45819,1.2,346,"Hand Management, Simultaneous Action Selection",
Bushido: Der Weg des Kriegers,2008,3,5,90,12,262,6.23721,3.6,646,"Hand Management, Modular Board, Rock-Paper-Scissors, Role Playing, Simultaneous Action Selection, Variable Player Powers",Strategy Games
The Struggle of Nations,1982,2,2,360,14,240,6.23,4.3421,925,Hexagon Grid,Wargames
Museum Rush,2018,2,4,60,10,163,6.68998,2.2,490,"Push Your Luck, Take That, Tile Placement, Time Track",
Atlanteon,1992,2,2,30,12,708,5.81331,2.0267,1392,"Area Majority / Influence, Tile Placement",Abstract Games
Pig 10,2010,2,8,20,6,211,6.27675,1.375,399,Hand Management,
Repello,2010,2,4,30,8,193,6.40715,2,333,"Pattern Building, Pattern Recognition",
Boudicca: The Warrior Queen,2012,1,2,180,0,88,7.13807,2.4545,364,"Dice Rolling, Hexagon Grid, Scenario / Mission / Campaign Game",Wargames
The Great Crisis of Frederick II,2020,1,2,480,12,71,7.94507,2.5,185,"Action Points, Chit-Pull System, Dice Rolling, Point to Point Movement, Simulation",Wargames
Situation 4,1968,2,4,30,8,139,6.51813,1.6154,362,"Area Majority / Influence, Speed Matching, Team-Based Game",Family Games
Baseball Highlights: 2045 - Spring Training,2017,1,2,45,9,74,7.31851,3,247,"Deck Bag and Pool Building, Variable Player Powers",
Victory at Sea: World War II Naval Combat Game,2006,2,2,360,12,124,6.77863,2.48,283,"Dice Rolling, Measurement Movement, Simulation",Wargames
Blackwood,2017,2,4,60,10,152,6.64408,2.6667,269,"Card Drafting, Set Collection",
Alien City,2002,2,2,40,8,85,7.09647,3.2,94,"Modular Board, Tile Placement",Abstract Games
Aqua Mirabilis,2019,2,4,120,14,82,7.54634,3.6364,129,"Action Points, Area Majority / Influence, Worker Placement",
Way of the Fighter: Super,2018,2,4,50,12,87,7.63908,3.5556,251,"Action Queue, Dice Rolling, Hand Management, Push Your Luck, Variable Player Powers",
Decision At Kasserine: Rommel's Last Chance,1983,1,4,300,12,94,7.14415,3.1875,350,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation",Wargames
Keep,2015,2,5,20,0,189,6.33677,1.3846,665,"Card Drafting, Take That",
Fictionaire,2010,4,7,20,10,230,6.16972,1.1053,718,,
Apollo: A Game Inspired by NASA Moon Missions,2020,2,5,60,12,136,6.71294,2.4,755,"Communication Limits, Cooperative Game, Roles with Asymmetric Information, Scenario / Mission / Campaign Game",
"Arcola: The Battle for Italy, 1796",1979,2,2,60,12,201,6.30299,2.5143,759,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control",Wargames
Sunda to Sahul,2002,1,4,45,10,302,6.00221,2.1471,486,Tile Placement,Abstract Games
Sunda to Sahul,2002,1,4,45,10,302,6.00221,2.1471,486,Tile Placement, Family Games
Mothership: Tabletop Combat,2016,1,6,180,12,148,7.29088,2.1667,394,"Dice Rolling, Grid Movement, Modular Board, Player Elimination",Strategy Games
Mein erster Spieleschatz,2010,1,6,5,3,104,6.8643,1.5,257,"Cooperative Game, Memory, Pattern Recognition",Children's Games
Upstream,2017,2,5,40,8,196,6.40167,2,309,"Action Points, Grid Movement, Modular Board, Tile Placement",
Saga,2003,3,6,60,10,135,6.58141,1.7778,207,"Hand Management, Set Collection",
Time's Up! Party Edition,2004,4,12,90,12,73,7.5005,1,197,"Acting, Memory, Team-Based Game",
Pelican Bay,2013,2,4,50,10,270,6.19048,2.2,476,"Modular Board, Pattern Building, Tile Placement",Family Games
Axio Rota,2019,1,4,30,8,98,6.94776,1.6667,220,Pattern Building,Abstract Games
Albion: Land of Faerie,1981,2,2,120,12,128,6.70469,2.8125,534,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Thematic Games
Albion: Land of Faerie,1981,2,2,120,12,128,6.70469,2.8125,534,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation", Wargames
Diskwars,1999,2,8,90,10,510,5.89335,2.383,1036,"Action Points, Variable Player Powers",Customizable Games
Odyssey: Wrath of Poseidon,2015,2,5,30,13,217,6.20487,1.6667,497,"Area Movement, Team-Based Game",
Flip City: Wilderness,2017,1,4,50,14,226,6.24593,2,950,"Deck Bag and Pool Building, Push Your Luck",
The 6 Days of Glory,1997,1,3,180,12,135,6.71556,2.9545,512,"Dice Rolling, Hexagon Grid",Wargames
Shuffle Heroes,2015,2,2,30,10,166,6.51181,2.0833,393,"Deck Bag and Pool Building, Hand Management, Variable Player Powers",
Freebooter's Fate,2010,2,16,60,10,63,8.12698,0,156,Simulation,
Sherlock: ¿Quién es Vincent Leblanc?,2019,1,8,60,10,96,6.9074,1,282,"Communication Limits, Cooperative Game, Hand Management, Memory",
Shadowstar Corsairs,2016,2,5,150,13,102,7.12059,3.1429,350,"Area Majority / Influence, Grid Movement, Modular Board, Pick-up and Deliver, Take That, Variable Player Powers",Strategy Games
Avanti,2011,3,5,60,10,189,6.29524,1.65,313,"Point to Point Movement, Simultaneous Action Selection",Family Games
Drive on Stalingrad (Second Edition),2002,2,4,120,12,100,6.941,2.3077,263,"Dice Rolling, Hexagon Grid, Simulation, Variable Phase Order",Wargames
Waka Waka,2012,2,4,45,10,304,6.02632,1.9231,618,Set Collection,Family Games
VII Legio,1982,3,6,60,12,92,7.17446,3.2,170,"Area Movement, Paper-and-Pencil, Role Playing, Secret Unit Deployment, Simulation, Team-Based Game",Strategy Games
VII Legio,1982,3,6,60,12,92,7.17446,3.2,170,"Area Movement, Paper-and-Pencil, Role Playing, Secret Unit Deployment, Simulation, Team-Based Game", Thematic Games
Geek Out! Pop Culture Party,2014,2,99,20,10,202,6.29338,1,586,"Auction/Bidding, Dice Rolling",
King's Court,1986,2,2,20,7,187,6.56877,1.8333,427,Grid Movement,Abstract Games
Wing Leader: Victories 1940-1942 (Second Edition),2019,2,2,180,14,54,8.23426,4,286,"Dice Rolling, Grid Movement, Movement Points, Simulation, Square Grid",Wargames
Nine Worlds,2016,2,6,90,12,179,6.51469,2.5,270,"Area Movement, Variable Player Powers",
Rory's Story Cubes: Fright,2015,1,12,20,6,115,6.84261,1,467,"Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling",
Dungeon Busters,2014,3,5,20,8,512,5.87831,1.3846,1331,"Hand Management, Simultaneous Action Selection",Party Games
Ringmaster: Welcome to the Big Top,2019,2,4,15,0,173,6.48815,1.1667,434,"Hand Management, Take That",
Freibeuter,1998,2,4,60,9,189,6.31508,1.85,420,"Area Majority / Influence, Hand Management",Family Games
Freibeuter,1998,2,4,60,9,189,6.31508,1.85,420,"Area Majority / Influence, Hand Management", Strategy Games
Berlin: Red Victory,2006,2,2,180,12,73,7.87723,4.0714,195,,Wargames
Hexen Rennen,2001,2,4,45,7,219,6.29292,1.3571,456,Modular Board,
Captains of the Golden Age,2016,2,4,180,11,148,6.90536,2.375,291,"Hand Management, Memory, Pick-up and Deliver, Rock-Paper-Scissors, Trading",
The Supershow,2014,2,6,10,8,231,8.25991,1.5,302,"Dice Rolling, Variable Player Powers",Thematic Games
Fortress Berlin,2004,2,2,720,12,146,6.56541,3.6818,548,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control",Wargames
D6 Shooter,2016,2,4,60,8,173,6.66497,1,408,Push Your Luck,
The Drive on Metz (Second Edition),2008,2,2,30,0,214,6.27383,1.5,738,"Dice Rolling, Hexagon Grid",Wargames
Muffin Time,2020,2,6,40,12,168,6.70381,1.1111,619,"Hand Management, Take That",
Devil's Run: Route 666,2016,2,6,30,12,124,8.12056,3,238,"Dice Rolling, Grid Movement",
The Royal Navy,1984,2,3,120,12,75,7.37733,2.4615,262,Hexagon Grid,Wargames
Ordo,2009,2,2,45,8,79,7.35506,2.875,116,Grid Movement,Abstract Games
The Bears and the Bees,2018,2,5,30,8,136,6.62287,1.6,392,"Hand Management, Pattern Building, Take That",
Big Dig,2019,2,4,15,8,185,6.29319,1.8,370,"Card Drafting, Paper-and-Pencil",
Bluff,1973,2,6,30,0,135,6.61778,0,307,"Card Drafting, Dice Rolling",
Die Sieben Weisen,2002,3,5,90,12,305,5.99557,2.4,716,"Auction/Bidding, Team-Based Game",Strategy Games
Oriente,2004,4,12,30,10,667,5.80331,2.1333,1425,"Team-Based Game, Variable Player Powers, Voting",Party Games
Oriente,2004,4,12,30,10,667,5.80331,2.1333,1425,"Team-Based Game, Variable Player Powers, Voting", Strategy Games
Road to the Rhine,1979,2,3,360,12,103,7.05146,3.3571,381,"Dice Rolling, Hexagon Grid",Wargames
Toscana,2010,2,5,45,10,192,6.33724,2.8571,210,"Area Majority / Influence, Commodity Speculation, Modular Board, Stock Holding, Trading",Family Games
Toscana,2010,2,5,45,10,192,6.33724,2.8571,210,"Area Majority / Influence, Commodity Speculation, Modular Board, Stock Holding, Trading", Strategy Games
ManaSurge,2016,2,6,30,14,160,6.46594,1.5,434,"Hand Management, Take That",
Tonari,2019,2,4,45,10,128,6.8082,1.25,308,Area Movement,
Conspiracy: The Solomon Gambit,2019,2,4,60,14,118,6.78894,2.5,248,"Auction/Bidding, Pick-up and Deliver",
Convert,2014,1,2,10,6,104,7.04429,2.1429,276,"Area Majority / Influence, Pattern Building, Tile Placement",
Crusader,1997,2,4,180,12,146,6.54829,2.4483,484,Hexagon Grid,Wargames
For Glory,2020,2,2,90,14,75,8.41332,2,156,"Area Majority / Influence, Card Play Conflict Resolution, Deck Bag and Pool Building, Interrupts, Simulation",
Flip Over Frog,2018,2,4,15,6,117,6.74692,1.25,196,Area Majority / Influence,
Just4Fun,2005,2,4,25,9,602,5.81817,1.2712,587,"Area Majority / Influence, Hand Management, Pattern Building",Abstract Games
Just4Fun,2005,2,4,25,9,602,5.81817,1.2712,587,"Area Majority / Influence, Hand Management, Pattern Building", Family Games
€uro Crisis,2015,3,4,90,14,96,7.01885,3.125,147,"Auction/Bidding, Simulation, Simultaneous Action Selection",
Pla?ing: parawany w d?o?,2019,2,4,45,8,89,7.41011,2.75,104,"Enclosure, Set Collection",
KAPOW!,2019,2,4,60,8,91,7.825,2.2,158,"Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers",
Warriors of Jogu: Feint,2017,2,2,30,0,97,7.28402,2.2,165,"Hand Management, Variable Player Powers",
Agents of Mayhem: Pride of Babylon,2019,2,4,120,13,73,7.82219,3.125,382,"Action Points, Cooperative Game, Grid Movement, Modular Board, Team-Based Game, Variable Player Powers",
Rancho,2012,2,6,45,7,282,6.09532,1.5714,451,"Dice Rolling, Enclosure, Set Collection, Tile Placement",Family Games
Blue Skies,2020,2,5,45,14,141,6.53792,2,156,"Area Majority / Influence, Hand Management",Strategy Games
Dragon Parade,2007,2,5,30,10,640,5.77568,1.2254,923,Hand Management,Family Games
Alcazar,2009,2,5,60,10,290,6.05319,2.7692,638,Stock Holding,Strategy Games
City of Zombies,2013,1,6,30,6,128,6.81422,1.5714,231,"Cooperative Game, Dice Rolling",
Element: Silver,2019,2,4,60,14,64,7.95375,2,194,"Area Majority / Influence, Enclosure, Grid Movement, Tile Placement",
Far Away,2020,2,2,150,13,81,7.88107,3,352,"Communication Limits, Cooperative Game, Modular Board, Role Playing, Scenario / Mission / Campaign Game",
Gold Connection,1992,2,4,60,10,155,6.43355,1.8182,310,"Dice Rolling, Push Your Luck, Set Collection",
Connect6,2003,2,2,30,8,157,6.60261,2.625,88,Pattern Building,Abstract Games
1809: Napoleon's Danube Campaign,1984,2,2,240,12,172,6.44767,3.5,607,"Hexagon Grid, Simulation",Wargames
Complots 2,2016,2,8,15,8,112,6.94625,2,387,"Player Elimination, Take That, Variable Player Powers",
Autoscooter,1999,2,8,60,10,201,6.20759,2,183,"Action Queue, Grid Movement, Simulation, Simultaneous Action Selection",Family Games
Kraken Attack!,2020,1,4,25,7,93,7.22796,1.3333,249,"Cooperative Game, Solo / Solitaire Game",
The Shadow Over Westminster,2015,1,4,60,14,130,6.60923,2.5,283,"Cooperative Game, Deck Bag and Pool Building, Point to Point Movement",
Dungeons & Dragons Adventure Game,2000,3,6,60,12,171,6.45778,2.4118,489,"Cooperative Game, Dice Rolling, Role Playing",
Juices,2019,2,10,20,8,143,6.78739,1.6667,297,"Card Drafting, Hand Management, Pattern Building",
Tunhell,2015,2,4,40,8,145,6.52124,1.6,348,,
Wrath of Kings,2015,2,0,120,0,76,7.89553,2.9,301,"Dice Rolling, Variable Player Powers",Wargames
Russia Besieged: Deluxe Edition,2018,1,2,1200,0,60,8.58167,3.4286,263,"Dice Rolling, Hexagon Grid",Wargames
Warfighter Shadow War: The Modern Night Combat Card Game,2019,1,6,90,14,65,8.39154,3.8,297,"Action Points, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hand Management, Solo / Solitaire Game, Variable Player Powers",
The Last Bottle of Rum,2021,2,5,60,10,74,8.00608,2,283,"Action Points, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Pick-up and Deliver, Push Your Luck, Take That, Variable Player Powers",
Rogue Trooper,1987,2,6,120,12,349,6.07464,2.2188,876,"Dice Rolling, Hexagon Grid",Thematic Games
Venice Connection,1988,2,2,10,10,417,5.90192,1.6667,832,"Pattern Building, Tile Placement",
Keep Up The Fire!: The Boxer Rebellion,2011,1,1,50,13,94,7.24574,1.8571,245,"Action Points, Campaign / Battle Card Driven, Chit-Pull System, Dice Rolling, Point to Point Movement, Solo / Solitaire Game",Wargames
6 Castles,2019,2,4,60,8,84,7.42476,2.75,185,Tile Placement,
Gondor,1977,2,2,120,12,254,6.17713,2.7333,584,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Zone of Control",Strategy Games
Gondor,1977,2,2,120,12,254,6.17713,2.7333,584,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Zone of Control", Wargames
Bravery in the Sand,2009,2,2,60,0,84,7.23452,1.6667,372,"Chit-Pull System, Dice Rolling, Hexagon Grid",Wargames
Adeptus Titanicus: The Horus Heresy Rules Set,2018,2,2,250,14,55,8.40909,4,232,Dice Rolling,
Rush Hour,1981,2,6,60,8,222,6.23914,1.3333,837,Roll / Spin and Move,
Swing States 2012,2012,1,1,40,12,103,7.03884,2.2857,231,"Action Points, Campaign / Battle Card Driven, Dice Rolling, Solo / Solitaire Game, Voting",
The King's War: The First English Civil War 1642-1646,1989,2,2,240,12,92,7.12185,3.4286,371,Point to Point Movement,Wargames
Paper Safari,2008,2,5,30,0,141,6.77305,1,227,"Card Drafting, Set Collection",
British vs Pirates: Volume 1,0,2,6,60,14,92,7.35793,2.5,279,"Dice Rolling, Modular Board",
Sellswords: Olympus,2017,2,2,15,0,92,6.95484,2,347,"Card Drafting, Tile Placement",
Take Stock,2006,2,6,60,10,530,5.85362,1.7922,853,"Commodity Speculation, Hand Management, Stock Holding",Family Games
Take Stock,2006,2,6,60,10,530,5.85362,1.7922,853,"Commodity Speculation, Hand Management, Stock Holding", Strategy Games
Anno Domini: Im Namen des Gesetzes,2003,2,8,30,10,102,6.81765,1.3333,269,Card Drafting,
"The Siege of Orgun: Afghanistan, 1983",2015,2,2,120,0,70,7.66857,2.7,245,"Area Movement, Area-Impulse, Dice Rolling, Movement Points, Simulation",Wargames
Tea Time,2012,2,4,30,8,333,5.97117,1.2,321,Set Collection,
Aeronautica Imperialis: Wings of Vengeance,2019,2,2,90,14,71,7.94676,2.3333,245,"Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Variable Player Powers",
Road to the White House,1992,3,6,240,12,259,6.17228,3.5312,581,,Strategy Games
Road to the White House,1992,3,6,240,12,259,6.17228,3.5312,581,, Thematic Games
Rummikub Twist,2016,2,4,45,8,82,7.37683,2,200,"Hand Management, Pattern Building, Set Collection",
Gier,2017,2,5,15,8,256,6.12895,1.5,486,"Push Your Luck, Set Collection",
Senjutsu: Dynamic Samurai Combat,2003,2,2,30,10,145,6.59945,2.1,262,Secret Unit Deployment,Abstract Games
Senjutsu: Dynamic Samurai Combat,2003,2,2,30,10,145,6.59945,2.1,262,Secret Unit Deployment, Wargames
Meltdown 2020,2011,1,5,40,8,190,6.26553,1.8235,263,"Modular Board, Pick-up and Deliver, Simulation",
Talat,2008,2,3,33,8,207,6.22925,2,517,,Abstract Games
Talat,2008,2,3,33,8,207,6.22925,2,517,, Family Games
Dropfleet Commander,2016,2,4,150,0,90,7.40467,3,248,"Dice Rolling, Variable Player Powers",Wargames
Bee Lives: We Will Only Know Summer,2019,1,4,120,14,114,6.94215,3.625,354,"Modular Board, Tile Placement, Worker Placement",
How to Serve Man,2016,2,6,60,10,182,6.48455,2.0714,390,"Hand Management, Worker Placement",
Rivoli 1797,1997,2,2,240,13,58,8.17931,3.4,202,"Hexagon Grid, Simulation",Wargames
Justice League: Hero Dice - Flash,2016,1,4,30,10,145,6.52938,2,342,"Cooperative Game, Dice Rolling, Variable Player Powers",
Spiel,1980,2,6,20,6,210,6.21405,1.6667,527,"Auction/Bidding, Cooperative Game, Dice Rolling",Abstract Games
Victoriana,2019,1,4,90,14,73,7.55014,2.6667,367,"Cooperative Game, Dice Rolling, Point to Point Movement, Variable Player Powers",
Eight Epics,2015,1,8,60,10,422,5.89567,2,1063,"Cooperative Game, Dice Rolling, Variable Player Powers",
Britannia: Classic and Duel Edition,2020,2,4,240,14,63,7.87778,3.5,290,"Area Majority / Influence, Area Movement, Dice Rolling",
1972: The Lost Phantom,2017,1,1,90,0,92,7.15761,1.9,221,"Dice Rolling, Hexagon Grid, Line Drawing, Paper-and-Pencil, Simulation, Solo / Solitaire Game, Storytelling, Tile Placement",Wargames
Gran Circo,2012,3,5,50,10,75,7.378,2,157,"Card Drafting, Hand Management, Set Collection, Variable Player Powers",
"River of Death: Battle of Chickamauga, September 19-20, 1863",1999,2,2,360,14,71,7.39437,3.5,395,"Chit-Pull System, Hexagon Grid",Wargames
Take It or Leave It,2010,2,5,30,8,245,6.11486,1.3667,377,Dice Rolling,
Flicochet,2010,2,6,20,6,87,7.03218,1,110,"Flicking, Team-Based Game",Family Games
LEADERS: The Combined Strategy Game,2013,2,6,240,12,226,6.70535,2.6429,495,"Action Queue, Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination, Secret Unit Deployment, Take That, Team-Based Game, Variable Player Powers",Strategy Games
LEADERS: The Combined Strategy Game,2013,2,6,240,12,226,6.70535,2.6429,495,"Action Queue, Area Majority / Influence, Area Movement, Dice Rolling, Player Elimination, Secret Unit Deployment, Take That, Team-Based Game, Variable Player Powers", Wargames
Contract Rummy,1930,3,8,120,0,136,6.62912,1.8462,92,"Hand Management, Set Collection",
Urban Operations,2017,1,6,300,14,109,7.27523,3.5714,326,"Dice Rolling, Hexagon Grid, Modular Board, Secret Unit Deployment, Simulation",Wargames
Infinity: Operation Red Veil,2016,2,2,150,12,62,7.9226,4.6667,238,"Action Points, Dice Rolling, Point to Point Movement",
Toddles-Bobbles,2010,2,6,15,4,154,6.57825,1,262,"Memory, Pattern Recognition",
Quest: A Time of Heroes,2010,2,5,90,10,268,6.1028,1.8667,990,"Campaign / Battle Card Driven, Dice Rolling, Modular Board, Storytelling, Variable Player Powers",
Word Slam Midnight,2018,3,99,45,18,82,7.26402,1,225,,
Quads,1996,2,2,10,6,259,6.12452,1.871,499,Tile Placement,Abstract Games
Death Wears White,2001,9,9,300,16,62,7.59347,2.1667,158,Storytelling,
Fall of Magic,2015,2,4,120,8,53,8.30189,1,204,Storytelling,
Won by the Sword,2014,2,2,360,12,152,6.52829,2.6,752,"Campaign / Battle Card Driven, Dice Rolling, Minimap Resolution, Point to Point Movement",Wargames
Rory's Story Cubes: Fantasia,2017,1,12,20,6,125,6.67776,1,580,"Cooperative Game, Dice Rolling, Storytelling",
Die Mauer,1997,3,6,30,8,281,6.04388,1.2727,389,Simultaneous Action Selection,
Legends of the American Frontier,2016,3,7,90,13,163,6.44135,2.5,322,"Hand Management, Simultaneous Action Selection, Storytelling, Team-Based Game",
ISS Vanguard,2021,1,4,120,13,105,7.8933,2.5,269,"Card Drafting, Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Storytelling",
John Carter: Warlord of Mars,1979,2,6,360,12,163,6.5892,3.1053,543,"Critical Hits and Failures, Dice Rolling, Events, Grid Movement, Paper-and-Pencil, Point to Point Movement, Role Playing, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Square Grid, Variable Player Powers, Variable Set-up",Thematic Games
John Carter: Warlord of Mars,1979,2,6,360,12,163,6.5892,3.1053,543,"Critical Hits and Failures, Dice Rolling, Events, Grid Movement, Paper-and-Pencil, Point to Point Movement, Role Playing, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Square Grid, Variable Player Powers, Variable Set-up", Wargames
Swords of Sovereignty: Bouvines 1214 - Worringen 1288,2012,2,2,120,0,61,7.99508,2.4286,243,Hexagon Grid,Wargames
The Captain Is Dead: Dangerous Planet,2019,2,7,90,14,86,7.25233,2.75,363,"Action Points, Cooperative Game, Hand Management, Modular Board, Variable Player Powers",
Serpent's Tongue,2013,1,8,30,12,207,6.48783,3.6667,645,"Cooperative Game, Memory, Role Playing, Trading, Variable Player Powers",Customizable Games
Serpent's Tongue,2013,1,8,30,12,207,6.48783,3.6667,645,"Cooperative Game, Memory, Role Playing, Trading, Variable Player Powers", Thematic Games
Kragmortha,2007,2,8,45,8,1141,5.75743,1.4156,1531,"Acting, Area Movement, Card Drafting, Player Elimination",Party Games
LOTS: A Competitive Tower Building Game,2020,1,4,30,10,83,7.527,1.3333,166,"Pattern Building, Stacking and Balancing",
Claim,1983,2,4,60,10,172,6.39448,2.2857,492,"Modular Board, Team-Based Game",Abstract Games
Strong Stuff!,2002,2,6,20,5,172,6.36022,1,260,"Dice Rolling, Roll / Spin and Move",Children's Games
Last Defense!,2020,2,6,20,8,110,6.955,1.5,353,"Cooperative Game, Dice Rolling",
Hot Tin Roof,2014,3,4,60,10,251,6.13574,1.9286,510,"Network and Route Building, Point to Point Movement",Family Games
"Red Star/White Eagle: The Russo-Polish War, 1920",1979,2,2,480,12,72,7.65069,3.125,214,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Arkon,2018,2,4,30,13,151,7.94801,1.9167,328,"Auction/Bidding, Hand Management, Take That",
Operation Michael,2002,2,2,180,12,114,6.8136,2.7222,506,"Dice Rolling, Hexagon Grid",Wargames
"Heist: One Team, One Mission",2019,2,4,15,7,124,6.76667,1,319,Cooperative Game,
Blorg in the Midwest,2017,1,1,20,10,108,6.98122,1.8,290,"Deck Bag and Pool Building, Hand Management, Simulation, Solo / Solitaire Game",
Papayoo,2010,3,8,30,7,280,6.07564,1,361,Trick-taking,
Ausbrecher AG,1985,2,6,20,10,272,6.06923,1.3448,498,"Betting and Bluffing, Dice Rolling, Paper-and-Pencil, Roll / Spin and Move",
Best Treehouse Ever: Forest of Fun,2018,1,4,30,8,129,6.61776,2,537,"Card Drafting, Pattern Building, Variable Player Powers",
Exceed: Seventh Cross - Magic vs. Monsters Box,2018,2,2,30,10,51,8.59412,3,282,"Hand Management, Point to Point Movement, Variable Player Powers",
Pirates vs. Dinosaurs,2013,2,6,90,11,253,6.10751,2.1333,466,"Dice Rolling, Hand Management, Memory, Variable Player Powers",Thematic Games
Seven Pines,1998,1,2,240,12,79,7.54684,3.2857,381,Hexagon Grid,Wargames
Stock Market Game,1963,2,8,180,10,318,6.18478,1.9474,597,"Commodity Speculation, Roll / Spin and Move, Stock Holding, Trading",
Rise of Cthulhu,2015,2,2,30,14,180,6.49129,1.6667,580,"Area Majority / Influence, Hand Management, Set Collection",Strategy Games
Trôl,2017,2,5,30,0,129,6.75442,2,220,Dice Rolling,
Montgolfiere,1992,2,6,45,7,587,5.83985,1.2206,776,"Auction/Bidding, Hand Management, Simultaneous Action Selection",Family Games
Warstones,2017,2,4,30,12,114,7.14503,1.75,181,"Action Points, Area Majority / Influence, Variable Player Powers",
Retro: Tactical WWII Wargame Variant Rules,2001,1,2,30,12,76,7.93947,2.5833,289,"Dice Rolling, Hexagon Grid",Wargames
Ming Dynasty,2007,2,4,90,10,512,5.85801,2.8448,1276,"Area Majority / Influence, Network and Route Building",Strategy Games
Tannenberg and the Opening Battles in the East 1914,1978,1,3,180,10,164,6.4,3.08,721,"Hexagon Grid, Simulation",Wargames
